experiment_start,2025-05-27 02:30:06
frame,label,fps,infer_time_ms,confidence,cpu_percent,ram_percent
458,cup,21.90,13.11,0.0735,57.3,28.8
459,paper towel,21.90,18.69,0.0809,53.2,28.8
460,tray,21.90,14.09,0.1463,52.3,28.8
461,tray,21.90,15.32,0.2070,50.0,28.8
462,tray,21.91,14.98,0.1868,50.0,28.8
463,tray,21.91,16.49,0.0937,57.1,28.8
464,paper towel,21.91,16.26,0.0611,49.2,28.8
465,paper towel,21.91,20.46,0.0600,53.2,28.8
466,paper towel,21.91,16.64,0.0804,47.1,28.8
467,paper towel,21.92,12.85,0.1077,58.0,28.8
468,paper towel,21.92,13.23,0.0872,52.3,28.8
469,paper towel,21.92,12.67,0.0937,55.6,28.8
470,switch,21.92,15.64,0.0585,47.1,28.8
471,switch,21.93,15.20,0.0524,51.6,28.8
472,switch,21.93,15.94,0.0917,56.0,28.8
473,switch,21.93,13.18,0.0901,47.8,28.8
474,switch,21.93,15.47,0.0957,50.0,28.8
475,switch,21.92,18.73,0.0901,52.2,28.8
476,switch,21.93,16.83,0.0647,50.0,28.8
477,switch,21.92,19.18,0.0750,58.3,28.8
478,switch,21.92,16.71,0.0742,49.3,28.8
479,switch,21.91,24.51,0.0670,54.4,28.8
480,switch,21.91,17.52,0.0622,60.3,28.8
481,switch,21.91,22.38,0.0573,54.1,28.6
482,switch,21.89,22.80,0.0626,52.1,28.7
483,switch,21.90,15.85,0.0584,49.3,28.7
484,switch,21.90,15.27,0.0574,57.8,28.7
485,switch,21.90,14.27,0.0603,51.4,28.7
486,switch,21.90,13.25,0.0632,56.0,28.7
487,switch,21.91,13.97,0.0493,52.4,28.7
488,switch,21.91,17.67,0.0604,47.1,28.7
489,switch,21.91,16.15,0.0846,55.4,28.7
490,switch,21.91,14.63,0.0615,50.8,28.7
491,switch,21.92,11.23,0.0631,50.0,28.7
492,switch,21.92,12.78,0.0741,50.8,28.7
493,switch,21.92,16.31,0.0766,47.8,28.7
494,envelope,21.93,12.63,0.0698,56.7,28.7
495,switch,21.93,11.29,0.0562,52.5,28.7
496,switch,21.93,19.82,0.0541,51.3,28.7
497,switch,21.94,14.32,0.0660,50.0,28.7
498,switch,21.93,14.86,0.0568,51.9,28.7
499,switch,21.94,10.30,0.0591,54.8,28.7
500,switch,21.94,15.66,0.0553,47.8,28.7
501,envelope,21.94,13.37,0.0579,48.5,28.7
502,envelope,21.94,15.77,0.0609,53.2,28.7
503,switch,21.95,10.49,0.0614,51.6,28.7
504,envelope,21.96,12.87,0.0467,57.6,28.7
505,switch,21.96,10.87,0.0524,54.8,28.7
506,switch,21.97,10.85,0.0562,47.1,28.7
507,switch,21.98,9.96,0.0569,53.2,28.7
508,switch,21.99,11.00,0.0508,46.2,28.7
509,envelope,21.99,12.99,0.0537,56.2,28.7
510,envelope,22.00,16.66,0.0769,50.0,28.7
511,envelope,22.00,13.63,0.0635,50.8,28.7
512,book jacket,22.00,16.75,0.0623,48.5,28.7
513,book jacket,22.01,12.84,0.0628,55.1,28.7
514,switch,22.01,13.47,0.0653,52.3,28.7
515,cup,22.02,13.44,0.0387,56.5,28.7
516,radiator,22.02,14.40,0.0942,56.3,28.7
517,nail,22.03,10.49,0.0948,54.5,28.7
518,nail,22.04,11.47,0.0994,53.3,28.7
519,switch,22.04,15.86,0.0522,48.5,28.7
